"INTERNAL_ID","VETTING_LEVEL","DESCRIPTION","VETTING_LEVEL_PREDICTION","ALGORITHM_NAME","NAME","GENDER","BIRTH_DATE","BIRTH_COUNTRY","BIRTH_COUNTRY_CODE","OCCUPATION","ADDRESS","SSN","PASSPORT_NUMBER","PASSPORT_COUNTRY","PASSPORT_COUNTRY_CODE","COUNTRIES_VISITED","COUNTRIES_VISITED_COUNT","ARRIVAL_AIRPORT_COUNTRY_CODE","ARRIVAL_AIRPORT_IATA","ARRIVAL_AIRPORT_MUNICIPALITY","ARRIVAL_AIRPORT_REGION","DEPARTURE_AIRPORT_COUNTRY_CODE","DEPARTURE_AIRPORT_IATA","DEPARTURE_AIRPORT_MUNICIPALITY","DEPARTURE_AIRPORT_REGION","UUID","AGE"
"71",100,NA,10,"DECISION_TREE","Jennifer Serrano","F",1991-05-20,"Ghana","GH","Engineer, mining","641 Hicks Way Apt. 995, Hopeton, Oklahoma 73746","698-77-4977",554628348,"Ghana","GH","IS,AE,SA",3,"US","PHX","Phoenix","US-AZ","IS","KEF","Reykjavík","IS-2","f3e44bcc-7eb4-47ad-8eed-28f501a818ae",25
"72",20,NA,10,"DECISION_TREE","Amy White","F",2001-08-11,"Ghana","GH","Surveyor, quantity","14653 Kennedy Row, Lake Oswego, Oregon 97034","759-50-6006",583036250,"Ghana","GH","OM,OM,CZ,OM,ES",5,"US","GSP","Greenville","US-SC","OM","MCT","Muscat","OM-MA","7132d12b-ef39-4194-8457-0ad684bd626c",15
"73",100,NA,10,"DECISION_TREE","Shary Brown","F",1995-11-10,"Ghana","GH","Technical sales engineer","782 Jasmine Path, Erieville, New York 13061","097-16-2399",689862010,"Ghana","GH","IT,AE,IQ,KW",4,"US","CRW","Charleston","US-WV","IT","TRN","Torino","IT-21","9fe6b436-e3a8-4461-b306-1b27b6192d46",21
"74",100,NA,10,"DECISION_TREE","Tanya Cathy Kim","F",1987-10-01,"Ghana","GH","Nurse, adult","15276 Williams Trail, Charm, Oiho 46417","182-45-9291",220012409,"Ghana","GH","KW,CY,NZ,AE,KZ,MY,PK",7,"US","JAN","Jackson","US-MS","KW","KWI","Kuwait City","KW-FA","9cc6e3d6-b26f-45a3-a5b4-80bf65f8967a",29
"75",10,NA,10,"DECISION_TREE","Rachel Jennifer Simpson","F",1999-06-18,"Ghana","GH","Music tutor","58120 Michael Cmn Ste 863, Pinehurst, North Caroleina 82374","292-55-5667",676870130,"Ghana","GH","BE,QA",2,"US","BUF","Buffalo","US-NY","BE","CRL","Brussels","BE-WHT","cb0e83b4-b311-41dd-a3b7-1bd0ed4f0122",17
"76",100,NA,10,"DECISION_TREE","Shelby Orr","F",1975-10-24,"Ghana","GH","Landscape architect","869 Karen Mount, Lillie, Louisiana 71256","104-09-2941",441417206,"Ghana","GH","ZA,MT,AE,IS,IE,CH,DE,NL,DZ,IT",10,"US","TPA","Tampa","US-FL","ZA","DUR","Durban","ZA-NL","aa740a2f-145c-4f36-a2f5-191db7036b3e",41
"77",100,NA,10,"DECISION_TREE","Dawny Linda Sweeney","F",1982-08-19,"Ghana","GH","Retail manager","650 Heather Cliffs Suite 599, Rupert, Vermont 05768","375-29-9023",978787368,"Ghana","GH","FI,JM,RU,CZ,BN",5,"US","HNL","Honolulu","US-HI","FI","HEL","Helsinki","FI-ES","cf55e740-7ec4-42ac-acd6-f73b93f8df07",34
"78",10,NA,10,"DECISION_TREE","Deanna Horne","F",2001-09-27,"Ghana","GH","Music tutor","9112 Harrison Passage, Brockton, Pennsylvania 17925","282-84-4903",100959908,"Ghana","GH","DZ,LV,CU,AE,AU,KG,BN,KR,NG,GB,PT,ID",12,"US","ADW","Camp Springs","US-MD","DZ","ALG","Algiers","DZ-35","57fdb59e-a5ee-4ed8-a2e6-16a0cc7f9deb",15
"79",100,NA,10,"DECISION_TREE","Suse Johnson","F",1982-06-27,"Ghana","GH","Clinical embryologist","6919 Ronald Park, Portland, Oregon 97236","826-06-4152",711129007,"Ghana","GH","QA,RU",2,"US","STL","St Louis","US-MO","QA","DOH","Doha","QA-DA","b771bd4d-8f88-4f87-99b9-722c87a80388",34
"80",100,NA,10,"DECISION_TREE","Kathy Jennifer Williams","F",1997-08-22,"Ghana","GH","Medical illustrator","7499 Michael Locks, Pittsburgh, Pensylvania 51201","611-21-7360",298371914,"Ghana","GH","HU,OM",2,"US","RDU","Raleigh/Durham","US-NC","HU","BUD","Budapest","HU-PE","21e04e79-a156-409e-9041-6951778b7b67",19
"81",100,NA,10,"DECISION_TREE","Tamma Stevens","F",1979-08-29,"Ghana","GH","Administrator, arts","9188 Robert Summit, Clefton, Tennisse 38425","194-34-9596",291196895,"Ghana","GH","DE,KR,KZ,PK,QA",5,"US","MIA","Miami","US-FL","DE","TXL","Berlin","DE-BE","71f3c319-c4bd-4b78-8ff6-5a3b9976c767",37
"82",100,NA,10,"DECISION_TREE","Erin Jess Snow","F",1991-01-18,"Ghana","GH","Restaurant manager","1352 Angela Circles, White Bird, Idaho 38554","644-55-9570",297732290,"Ghana","GH","LV,RS,SE,RU",4,"US","TRI","Bristol/Johnson/Kingsport","US-TN","LV","RIX","Riga","LV-RIX","d82fa92d-e835-428e-a8ba-1d307dac6cdc",26
"83",100,NA,10,"DECISION_TREE","Terri Rachel Payne","F",1980-01-23,"Ghana","GH","Air broker","386 Alan Green Suite 337, Ivyton, Kentucky 41444","094-62-4564",693549635,"Ghana","GH","NL,IE,IE,AT,SD,CL,LV,AE,ET,NL",10,"US","MCI","Kansas City","US-MO","NL","MST","Maastricht","NL-LI","e9ead1aa-2a70-4581-8e4a-12797988919f",37
"84",100,NA,10,"DECISION_TREE","Sheila Lee Terrell","F",1985-03-03,"Ghana","GH","Scientist, clinical (histocompatibility and immunogenetics)","4237 Johnson Prairie, Langhorne, Pennsylvania 19048","727-73-4344",829333969,"Ghana","GH","GE,GH,BN,LV,OM,TW",6,"US","SKA","Spokane","US-WA","GE","TBS","Tbilisi","GE-TB","60014ea5-e996-4495-aaaf-ac04f94431ec",32
"85",100,NA,10,"DECISION_TREE","Amanda Norris","F",1997-04-30,"Ghana","GH","Fast food restaurant manager","9979 Webb Grv Apt. 514, Albuqerque, New Mexico 87107","639-50-8789",167497550,"Ghana","GH","PL,RU,AZ",3,"US","SRQ","Sarasota/Bradenton","US-FL","PL","KRK","Kraków","PL-MA","56f5052a-5f57-49ab-a38b-f3006006ab36",19
"86",10,NA,10,"DECISION_TREE","Lyz Smith","F",2001-05-17,"Ghana","GH","Dramatherapist","8390 Andrew Parks, Bogota, Tennisee 38007","713-71-0149",285985262,"Ghana","GH","BA,OM,MT,BY,GB",5,"US","BNA","Nashville","US-TN","BA","SJJ","Sarajevo","BA-BIH","cdf97e59-a899-440c-bd98-dea20021df80",15
"87",100,NA,10,"DECISION_TREE","Hanny Nicole Lynch","F",1982-01-22,"Ghana","GH","Ship broker","71737 Park Summit Suite 709, Sarasota, Florida 34238","546-25-7995",965604065,"Ghana","GH","IL,QA,BY,MT",4,"US","BWI","Baltimore","US-MD","IL","VDA","Eilat","IL-D","d2cac908-b8b9-4352-91c5-3a6c74d348b6",35
"88",100,NA,10,"DECISION_TREE","Donna Juli Ramsey","F",1987-12-01,"Ghana","GH","Musician","024 Harper Drive Apt. 051, Silver Spring, Maryland 20997","720-74-5688",143019849,"Ghana","GH","DZ,QA,BA",3,"US","AVL","Asheville","US-NC","DZ","ALG","Algiers","DZ-35","db0775a5-abca-4e1a-9778-9c5c6b9053f3",29
"89",100,NA,10,"DECISION_TREE","Vanessa Paty Robbins","F",1989-01-14,"Ghana","GH","Education officer, museum","18163 William Vista, Oregonia, Ohio 45054","853-16-6047",534805984,"Ghana","GH","DE,SK,QA",3,"US","DLF","Del Rio","US-TX","DE","CGN","Cologne","DE-NW","a33de5ef-55de-4a11-bc0c-46e8ac2c981d",28
"90",20,NA,10,"DECISION_TREE","Teresa Bennett","F",2001-07-01,"Ghana","GH","Medical sales representative","798 Hubbard Union Suite 567, Ledyard, Ioaw 50556","592-40-9938",143383395,"Ghana","GH","IE,UZ,DZ,GH,IR,SA,UA,GE,TR,AE,HR,VN",12,"US","GEG","Spokane","US-WA","IE","DUB","Dublin","IE-D","e409574d-a7f4-4719-829e-c5575e000400",15
"91",100,NA,10,"DECISION_TREE","Donna Osborne","F",1975-06-13,"Ghana","GH","Health physicist","32844 Dillon Mews, Nemaha, Nebraska 68414","001-78-2870",354383984,"Ghana","GH","JM,BG,OM",3,"US","HTS","Huntington","US-WV","JM","KIN","Kingston","JM-01","a67f1897-45c6-4d06-b8db-b8862522a07d",41
"92",10,NA,10,"DECISION_TREE","Jul Stacey Smith","F",2000-06-17,"Ghana","GH","Jewellery designer","469 Taylor Ramp Apt. 371, Omaha, Nebrascka 68131","718-95-3610",540144989,"Ghana","GH","MT,IL,PE,IQ,RS,HK,UZ,CY,LB,ME,JP,LV",12,"US","MLI","Moline","US-IL","MT","MLA","Luqa","MT-25","2d0ad3ef-4aaa-4613-9e5b-002f946b8c8a",16
"93",100,NA,10,"DECISION_TREE","Barbara Fox","F",1988-12-09,"Ghana","GH","Recruitment consultant","826 Frey Loop Apt. 736, Vulcan, Missouri 63675","039-26-3960",945571808,"Ghana","GH","GE,IT,BY,RU,IR,SE,ME",7,"US","OKC","Oklahoma City","US-OK","GE","TBS","Tbilisi","GE-TB","546672df-b54d-4e17-8690-2f34e7b83ef2",28
"94",100,NA,10,"DECISION_TREE","Errie Cinde Pierce","F",1989-01-27,"Ghana","GH","Producer, television/film/video","073 Sanford Pkwy Ste 378, The Colony, Texis 75056","414-06-4290",509931408,"Ghana","GH","AL,UY,ZA,GH,AM,JP,KZ,OM,ET",9,"US","END","Enid","US-OK","AL","TIA","Tirana","AL-TR","125ec3cb-7eb6-4c76-bf11-c78c38c4380c",28
"95",100,NA,20,"DECISION_TREE","Sadye Kimberly Shaw","F",1985-07-03,"Ghana","GH","Call centre manager","62262 Rodriguez River Apt. 988, Wellington, Kentucky 40387","331-65-2960",640328694,"Ghana","GH","SK,IQ,CL,AE",4,"US","CHA","Chattanooga","US-TN","SK","BTS","Bratislava","SK-BL","d9f959d1-aa29-4e50-bc5c-b04498bbf3b1",31
"96",100,NA,20,"DECISION_TREE","Alicia Brand Preston","F",1983-02-18,"Ghana","GH","Lecturer, further education","67100 Vanessa Station Suite 619, Atlanta, Georgia 31156","159-81-4837",21147136,"Ghana","GH","TH,BE,PK,RU,KG",5,"US","PDX","Portland","US-OR","TH","DMK","Bangkok","TH-10","018bca4c-dee7-4522-b29d-0872f76ae90d",34
"97",100,NA,20,"DECISION_TREE","Stephanie Deborah Bradshaw","F",1992-09-17,"Ghana","GH","Restaurant manager","82461 Tracy Underpass, Winslow, Nebrascka 68027","719-14-9943",793930987,"Ghana","GH","MX,AM,CU,OM,SK,KR,KE",7,"US","LBB","Lubbock","US-TX","MX","MEX","Mexico City","MX-DIF","3b294bc9-c4af-4a60-a2a5-929d1a22abc5",24
"98",100,NA,20,"DECISION_TREE","Leigh Raymond","F",1972-08-18,"Ghana","GH","Homeopath","5724 Murray Shores, Hopedale, Oiho 43976","378-69-0521",194680835,"Ghana","GH","DK,SN,KW,OM,CU",5,"US","MHT","Manchester","US-NH","DK","CPH","Copenhagen","DK-84","52e32caf-4c49-4077-99d8-aff09a7a2150",44
"99",100,NA,20,"DECISION_TREE","Ashley Shelton","F",1976-08-14,"Ghana","GH","Dramatherapist","3972 Samuel Pine, Burbank, California 91502","713-17-0488",78545825,"Ghana","GH","UZ,TW",2,"US","GRB","Green Bay","US-WI","UZ","TAS","Tashkent","UZ-TO","c4b0aefc-a93a-4a4c-8a37-a4367974e07d",40
"100",100,NA,20,"DECISION_TREE","Stevie Hunter","F",1993-02-05,"Ghana","GH","Radiographer, diagnostic","731 Anderson Island, Arrington, Virginia 22922","130-33-4815",768533023,"Ghana","GH","AE,AU",2,"US","OKC","Oklahoma City","US-OK","AE","DWC","Jebel Ali","AE-DU","d592003e-5021-42d2-83f8-f745d165565d",24
"101",100,NA,20,"DECISION_TREE","Sandra Beti Powell","F",1989-10-24,"Ghana","GH","Special educational needs teacher","526 Jones Lock Apt. 742, Falconer, New York 14733","826-38-6102",203914606,"Ghana","GH","DK,QA,BZ,EE,PL,CA,CL,NL,CU,RO,SA,ID",12,"US","COS","Colorado Springs","US-CO","DK","CPH","Copenhagen","DK-84","ca545a43-d50f-42f8-bc56-b08665d622b5",27
"102",100,NA,20,"DECISION_TREE","Trace Buchanan","F",1981-04-23,"Ghana","GH","Call centre manager","36093 Adam Road Apt. 070, Miami, Florida 33127","529-53-5895",591126531,"Ghana","GH","QA,AZ,SA,JO",4,"US","LFI","Hampton","US-VA","QA","DOH","Doha","QA-DA","4b2629cf-6466-46c1-9ccf-fa860544111a",35
"103",100,NA,20,"DECISION_TREE","Alison Desi Price","F",1974-07-24,"Ghana","GH","Air cabin crew","07123 Johnson Msn Apt. 003, Cody, Wioming 82441","330-92-0173",239035981,"Ghana","GH","PL,JM,RO,QA",4,"US","MCO","Orlando","US-FL","PL","POZ","Poznań","PL-WP","15a06339-d40d-46c0-8296-1777d8ebe817",42
"104",100,NA,20,"DECISION_TREE","Sadye Anderson","F",1993-08-16,"Ghana","GH","Insurance risk surveyor","3605 Fleming Plaza Suite 919, Ajo, Arizona 85321","518-67-0919",869001975,"Ghana","GH","OM",1,"US","HIB","Hibbing","US-MN","OM","JNJ","Duqm","OM-WU","31b78188-2167-49a7-aa0d-8a9fe831a6fe",23
"105",30,NA,20,"DECISION_TREE","Laura Brittney Rice","F",1998-06-29,"Ghana","GH","Veterinary surgeon","741 Harrington Knl Ste 633, Poplar Grove, Illinois 61065","009-46-2977",309660381,"Ghana","GH","UY,CU,CN,QA,ES,IQ,SA",7,"US","DBQ","Dubuque","US-IA","UY","MVD","Montevideo","UY-MO","d96fcf67-5af0-4f81-9420-2a70494251e3",18
"106",10,NA,20,"DECISION_TREE","Crystal Stevens","F",1998-03-16,"Bangladesh","BD","Systems developer","49945 Richardson Shoal, Wellsville, Oiho 43698","767-11-9860",141634968,"Bangladesh","BD","AE,MX,PL,GH",4,"US","MLU","Monroe","US-LA","AE","DXB","Dubai","AE-DU","1f5eca4c-9a56-4d1a-b94d-797973d301bf",18
"107",30,NA,20,"DECISION_TREE","Deborah Jackson","F",1980-03-13,"Haiti","HT","Astronomer","39258 Stewart Upas, Goose Prairie, Washington 98929","830-82-9842",340487448,"Haiti","HT","ET,IT,IT,BR,AE,BG",6,"US","SUX","Sioux City","US-IA","ET","ADD","Addis Ababa","ET-AA","6ec10ddb-3b9d-47ba-8803-abba2e6fa4e3",37
"108",100,NA,20,"DECISION_TREE","Tina Rebekah Meyer","F",1980-08-16,"Ghana","GH","Hydrographic surveyor","4118 Parsons Oval, Bowie, Maryland 27021","888-15-3891",675373814,"Ghana","GH","RU,SN,TR,VN,EG,PK,IL",7,"US","PHL","Philadelphia","US-PA","RU","LED","St. Petersburg","RU-SPE","3abbb87d-d992-4216-9589-1887bca8e1a2",36
"109",100,NA,20,"DECISION_TREE","Sussie Porter","F",1995-03-18,"Ghana","GH","Systems analyst","350 Davis Jcts, The Plains, Virginia 21271","866-15-3992",969019190,"Ghana","GH","ES,OM,KY,TN,DZ",5,"US","DLF","Del Rio","US-TX","ES","TFS","Tenerife Island","ES-CN","b0e00d09-0510-4b36-beb2-c2525efdaed8",21
"110",100,NA,20,"DECISION_TREE","Carrie Ellis","F",1981-08-16,"Ghana","GH","Academic librarian","89964 Smith Expy Apt. 587, Colchester, None 05449","603-60-5835",622479277,"Ghana","GH","AE",1,"US","MCO","Orlando","US-FL","AE","AUH","Abu Dhabi","AE-AZ","7e8a3721-b695-4feb-a7de-d6fb537f9468",35
"111",100,NA,20,"DECISION_TREE","Ann Mitchell","F",1983-06-19,"Ghana","GH","Financial trader","951 Donald Mews Apt. 499, Magnet, Nebraska 67849","890-69-7469",72136431,"Ghana","GH","ME,PE,KH,AE,SG,BA,CL,RO,EC",9,"US","TOL","Toledo","US-OH","ME","TGD","Podgorica","ME-16","ecf82cbd-7e83-4173-92fd-583f7523cea2",33
"112",100,NA,20,"DECISION_TREE","Emme Chen","F",1994-07-08,"Ghana","GH","Secondary school teacher","57211 Candace Trail, Port Murray, New Jersey 07865","584-36-1629",122084784,"Ghana","GH","UZ",1,"US","RDU","Raleigh/Durham","US-NC","UZ","TAS","Tashkent","UZ-TO","9ad624ba-3b3d-4786-9660-dc70e7c8bb12",22
"113",100,NA,20,"DECISION_TREE","Jeanie Laura Hall","F",1971-11-17,"Ghana","GH","Scientist, water quality","2291 Hernandez Rue, Lavinia, Tennessee 38348","569-38-3040",755505147,"Ghana","GH","UZ",1,"US","BIL","Billings","US-MT","UZ","TAS","Tashkent","UZ-TO","96f1e368-bd77-442e-a25f-929b13dabcfb",45
"114",30,NA,20,"DECISION_TREE","Syl Donna Dillon","F",2001-05-23,"Ghana","GH","Programmer, systems","6251 Flowers Gdns, Topeka, Kansas 66604","569-95-7383",805286743,"Ghana","GH","PG,UZ",2,"US","DLH","Duluth","US-MN","PG","POM","Port Moresby","PG-NCD","57a434ad-8cd8-4415-aeb2-79c98122a0fe",15
"115",100,NA,20,"DECISION_TREE","Kathy Martinez","F",1980-04-16,"Ghana","GH","Technical sales engineer","6680 Watts Forges, Indianapolis, None 42620","275-92-6340",508428577,"Ghana","GH","QA,EG",2,"US","MEM","Memphis","US-TN","QA","DOH","Doha","QA-DA","4608f87d-80c8-48ac-ac22-4449c786ea4e",36
"116",100,NA,20,"DECISION_TREE","Shannie Aleka Wise","F",1980-07-28,"Ghana","GH","Geochemist","6247 Meghan Parkways Suite 651, Monahans, Texas 79756","204-68-4800",749978994,"Ghana","GH","UZ,CK,LT,LU,MX",5,"US","GSB","Goldsboro","US-NC","UZ","TAS","Tashkent","UZ-TO","69605205-d58d-4e61-a3c4-85c40c20cf0f",36
"117",100,NA,20,"DECISION_TREE","Sharie Park","F",1991-10-21,"Ghana","GH","Barrister's clerk","829 Weber Crescent Suite 277, Rowlett, Texis 75089","593-22-8822",253050590,"Ghana","GH","TN,KZ,RU",3,"US","SGF","Springfield","US-MO","TN","NBE","Enfidha","TN-51","0346dae2-3e1f-4831-a00c-31c7208d976c",25
"118",100,NA,20,"DECISION_TREE","Judy Martin","F",1978-01-18,"Ghana","GH","Animal technologist","8708 Morgan Clb, Thomasvile, North Caroleina 27360","662-95-3708",23021790,"Ghana","GH","CA,FI,SE,BY,AT,NO,QA,IE,BY",9,"US","JAX","Jacksonville","US-FL","CA","YVR","Vancouver","CA-BC","09131454-44ab-425c-aff6-e1e746f05abb",39
"119",100,NA,20,"DECISION_TREE","Julie Brown","F",1993-02-27,"Ghana","GH","Community development worker","858 Jesse View, Alamo, Ndak 58830","009-11-7416",925252878,"Ghana","GH","IS,TW,QA",3,"US","CPR","Casper","US-WY","IS","KEF","Reykjavík","IS-2","cbfed79a-ce85-445e-9e08-782f1226f014",24
"120",30,NA,20,"DECISION_TREE","Jannie Gibson","F",2000-02-20,"Ghana","GH","Quality manager","87161 Justin Pines, Andover, Massachusetts 01812","854-14-6896",388570516,"Ghana","GH","TR,IQ,UZ,PH,SI",5,"US","MLU","Monroe","US-LA","TR","NAV","Nevşehir","TR-50","2966487f-a711-48c7-b9a9-05903b9071df",17
"121",20,NA,20,"DECISION_TREE","Yolanda Valencia","F",1977-09-22,"Ghana","GH","Advertising account planner","826 Martin Freeway, Prairie City, South Dakota 57649","072-07-6347",992988908,"Ghana","GH","CN,AR,OM,NG,CO,PK",6,"US","MCO","Orlando","US-FL","CN","URC","Ürümqi","CN-65","1f5f7146-60cc-4841-af50-5f6ddbe8bbdb",39
"122",100,NA,20,"DECISION_TREE","Missy Solis","F",1990-11-04,"Ghana","GH","Furniture conservator/restorer","54627 Justin Springs, Norfolk, Virginia 23551","362-33-8491",18827468,"Ghana","GH","AE,UZ",2,"US","LCK","Columbus","US-OH","AE","DWC","Jebel Ali","AE-DU","50eacd74-5fe1-4b04-af62-71014521bf9f",26
"123",100,NA,20,"DECISION_TREE","Donna Ortiz","F",1995-03-23,"Ghana","GH","Librarian, academic","8784 Megan Prairie, Fort Worth, Texas 76178","547-18-0143",711716301,"Ghana","GH","RU,AL,JM,SN,GB",5,"US","BAD","Bossier City","US-LA","RU","LED","St. Petersburg","RU-SPE","67ae4e19-990b-4cf7-a084-b312f7d6b8d7",21
"124",100,NA,20,"DECISION_TREE","Lauren Megan Sanchez","F",1970-07-04,"Ghana","GH","Accountant, chartered","3929 Collins Knolls Apt. 788, Reisterstown, Maryland 21136","665-35-1652",298037161,"Ghana","GH","CO,PL,OM",3,"US","AVL","Asheville","US-NC","CO","BOG","Bogota","CO-CUN","3b0f96e5-746a-4c8c-b80d-c634800e0c0d",46
"125",100,NA,20,"DECISION_TREE","Brena Heather Jones","F",1983-01-25,"Ghana","GH","Architect","7727 David Walks Apt. 657, Kenyon, Rode Island 02836","793-87-5086",805523219,"Ghana","GH","KZ,KZ,IR,SA,HK,RO,AE,SI,AT,DZ",10,"US","DFW","Dallas-Fort Worth","US-TX","KZ","ALA","Almaty","KZ-ALM","4396eb39-9a2c-4b30-a942-0d8a791648ff",34
"126",100,NA,20,"DECISION_TREE","Victoria Tiffy Shaw","F",1972-07-05,"Ghana","GH","Nurse, adult","371 Michael Ctrs, Mountain Home, Texas 78508","516-72-2996",5084671,"Ghana","GH","SN,RU,GR,SD,AL,PH,JM,PL,PG,BS,CN,SD",12,"US","RIC","Richmond","US-VA","SN","DKR","Dakar","SN-DK","ac98919d-f5ee-48b5-a94d-206197b790d3",44
"127",100,NA,20,"DECISION_TREE","Mariquilla Martinez","F",1985-07-22,"Ghana","GH","Retail manager","616 Janet Key, Bock, Minesota 53613","466-77-9830",985775540,"Ghana","GH","DZ,BH,PH,SD,CA,KH,ES,PH,RU",9,"US","DAY","Dayton","US-OH","DZ","ALG","Algiers","DZ-35","b5beea91-5097-42f9-897d-e9198959f21b",31
"128",20,NA,20,"DECISION_TREE","Jannie Perez","F",1986-01-31,"Brazil","BR","Tree surgeon","906 Turner Fall, Vaughan, North Caroleina 27586","313-24-9303",953568776,"Brazil","BR","OM,UA",2,"US","SUX","Sioux City","US-IA","OM","JNJ","Duqm","OM-WU","d90fa024-9602-41ef-b440-e2ade3846097",31
"129",100,NA,20,"DECISION_TREE","Teresa Allen","F",1980-07-15,"Ghana","GH","Garment/textile technologist","62891 Martin Place Apt. 003, Wheaton, Illanoise 60817","395-68-6655",918049571,"Ghana","GH","FI,TR,QA,PL",4,"US","TUL","Tulsa","US-OK","FI","HEL","Helsinki","FI-ES","ec34faa6-6d6d-4086-b54a-18a1511a09e2",36
"130",100,NA,20,"DECISION_TREE","Kelly Ray Sullivan","F",1975-08-29,"Ghana","GH","Heritage manager","41278 Linda Squares Suite 892, Fenn, Idaho 83531","357-16-2680",816623866,"Ghana","GH","ZA,LB,RU,CH,KZ",5,"US","GEG","Spokane","US-WA","ZA","CPT","Cape Town","ZA-WC","7fd29247-7b94-47b6-93ad-7b524d319d3a",41
"131",100,NA,20,"DECISION_TREE","Dannie Marshall","F",1995-06-22,"Ghana","GH","Control and instrumentation engineer","225 Moore Frds, Cookstown, Newjersey 80511","546-35-6862",706779712,"Ghana","GH","UZ,ZA",2,"US","MIA","Miami","US-FL","UZ","TAS","Tashkent","UZ-TO","87f7647a-2fbc-4925-a0a3-2f468b94a578",21
"132",100,NA,20,"DECISION_TREE","Tracy Ashley Walsh","F",1984-05-05,"Ghana","GH","Theatre stage manager","5041 Sims Grove Apt. 412, Irwinville, Georgea 31706","006-67-2078",866886613,"Ghana","GH","UA,SA,SD,CH,KE,BA,QA,SG,IQ,KG,JP,MY",12,"US","PBI","West Palm Beach","US-FL","UA","KBP","Kiev","UA-32","aa1af16a-06a5-466c-9649-6bc14434b411",32
"133",100,NA,20,"DECISION_TREE","Jessey Karri Rogers","F",1999-06-27,"Ghana","GH","Animator","2021 Salazar Parkway, Mekinock, North Dakota 58258","576-14-7777",909262200,"Ghana","GH","HR,SG,BN,IT,UZ",5,"US","SAT","San Antonio","US-TX","HR","ZAG","Zagreb","HR-21","e726ba3f-cba8-449c-ab4b-b1da2c59627f",17
"134",100,NA,20,"DECISION_TREE","Felicia Ballard","F",1980-01-14,"Ghana","GH","Forest/woodland manager","285 Nicole Trafficway Suite 674, Corona, New Mexico 88318","350-55-4776",584515904,"Ghana","GH","AE,LB,LT,MT,UY,DZ",6,"US","LFT","Lafayette","US-LA","AE","AUH","Abu Dhabi","AE-AZ","77f984e7-a28f-4454-bbab-a98ab893d753",37
"135",100,NA,20,"DECISION_TREE","Lisa Howard","F",1992-03-02,"Ghana","GH","Community arts worker","0776 Jonathan Burgs, Sandy Hook, Kentucky 41211","019-50-2836",574996975,"Ghana","GH","QA",1,"US","MSN","Madison","US-WI","QA","DOH","Doha","QA-DA","1f1c3663-8779-4ded-9577-d4fece26c8e0",25
"136",100,NA,20,"DECISION_TREE","Brittany Denise Taylor","F",1984-07-04,"Ghana","GH","Energy engineer","7582 Christopher Neck, Moretown, None 05660","294-97-5821",51064898,"Ghana","GH","JO,UZ,ID",3,"US","CLT","Charlotte","US-NC","JO","AMM","Amman","JO-AM","bd0dd38d-4d1e-48f0-8123-8af6309f3e54",32
"137",100,NA,20,"DECISION_TREE","Susan Cynthia Ponce","F",1993-02-06,"Ghana","GH","Archaeologist","7921 Daniels Stream Suite 422, Franconia, Pennsylvania 18924","163-50-3598",897468445,"Ghana","GH","IT,OM,NG,AZ",4,"US","BFI","Seattle","US-WA","IT","PSA","Pisa","IT-52","53f193a8-7cf5-448d-bdcf-41b500b7442d",24
"138",100,NA,20,"DECISION_TREE","Sheri Hicks","F",1972-07-05,"Ghana","GH","Research officer, political party","21073 Paul Ests Apt. 883, Orange Park, Floridas 32073","411-88-9317",74082441,"Ghana","GH","AE,CH",2,"US","LUF","Glendale","US-AZ","AE","AUH","Abu Dhabi","AE-AZ","7d60ad35-f632-4dbb-81e0-cd8e3ab53768",44
"139",100,NA,20,"DECISION_TREE","Kathey Lauren Brown","F",1978-05-20,"Ghana","GH","Investment analyst","776 Clark Psge, Altoona, Pensylvania 16602","889-27-9248",788568354,"Ghana","GH","AU,RU,ME",3,"US","SYR","Syracuse","US-NY","AU","SYD","Sydney","AU-NSW","fd773d57-4bb7-470c-983c-5c66a3870cee",38
"140",100,NA,20,"DECISION_TREE","Rhonnie Julie Eaton","F",2000-08-19,"Ghana","GH","Dispensing optician","5379 Cook Expressway, Reno, Nevada 89511","408-65-3031",436907777,"Ghana","GH","AE,SD,SE,ME,HK",5,"US","PBI","West Palm Beach","US-FL","AE","DXB","Dubai","AE-DU","a56aa1ba-9406-43f3-b8a9-cb30433b13bf",16
"141",30,NA,20,"DECISION_TREE","Cindy Ferguson","F",1996-11-10,"Brazil","BR","Surgeon","495 David Court Suite 072, Aiea, Hawaii 96701","056-11-9843",106790004,"Brazil","BR","BR,SK,EG,LB,PH,SI,AZ,MT,RU",9,"US","SBN","South Bend","US-IN","BR","CWB","Curitiba","BR-PR","f39e582f-2e5c-4241-9ac8-c08a8d4d9627",20
"142",100,NA,20,"DECISION_TREE","Vickie Sara Smith","F",1976-02-26,"Ghana","GH","Administrator, arts","29716 James Route, Amityville, New York 11708","680-64-8900",207038704,"Ghana","GH","BS,QA",2,"US","JAX","Jacksonville","US-FL","BS","NAS","Nassau","BS-NP","5cae0b9b-3b6b-49e8-baeb-43ff9ad0ea18",41
